2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,returnOnInvestedCapitalLessCostOfCapital_rank,returnOnInvestedCapitalLessCostOfCapital_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
MANH.US,274,922,607,4.80862,311,0.0459145,4,0.669719,United States,Manhattan Associates Inc,Yes,0.733524,0.0749,1.419,100.336,12756.2,1998-04-22,53.03,209,2,1,4,0,0,https://www.manh.com
OSK.US,275,923,152,0.633061,108,0.091365,663,0.000732657,United States,Oshkosh Corporation,No,0.0572662,0.0573073,0.563,93.495,6013.58,1990-03-26,58.295,109.44,6,3,9,1,0,https://www.oshkoshcorp.com
CAKE.US,276,924,227,0.85615,426,0.0317601,271,0.0589799,United States,The Cheesecake Factory,Yes,0.119096,0.0687135,6.968,96.382,1498.78,1992-09-17,51.8059,36.85,5,0,9,1,2,https://www.thecheesecakefactory.com
FDS.US,277,926,529,2.12485,367,0.0375922,30,0.268485,United States,FactSet Research Systems Inc,Yes,0.323713,0.0634208,0.115,90.366,16679.8,1996-07-03,152.245,441.22,3,3,11,3,1,https://www.factset.com
2HRA.XETRA,278,926,159,0.648246,332,0.0415659,435,0.0279994,Germany,H&R GmbH & Co. KGaA,Yes,0.0923603,0.0660574,67.49,2.074,182.386,,14.0389,nan,nan,nan,nan,nan,nan,https://www.hur.com
DFS.US,279,929,105,0.437404,167,0.068257,657,0.00134257,United States,Discover Financial Services,Yes,0.051107,0.0497644,0.744,88.548,22167.9,2007-07-02,61.4872,113.55,5,4,12,0,0,https://www.discover.com
IPGP.US,280,929,332,1.17116,455,0.0298751,142,0.0996341,United States,IPG Photonics Corporation,Yes,0.163439,0.0744768,38.599,62.512,4558.13,2006-12-13,98.71,nan,3,0,5,1,0,https://www.ipgphotonics.com
HPOL-B.ST,281,933,286,1.04005,302,0.0466819,345,0.0425408,Sweden,HEXPOL AB (publ),Yes,0.107422,0.0748378,21.908,52.984,35270.4,,67.7878,nan,nan,nan,nan,nan,nan,https://www.hexpol.com
TTK.XETRA,282,934,262,0.981696,266,0.0517931,406,0.0321486,Germany,Takkt AG,Yes,0.0965095,0.0673211,65,22.029,818.966,,16.3142,nan,nan,nan,nan,nan,nan,https://www.takkt.de
CORT.US,283,934,578,2.8911,259,0.0525923,97,0.132022,United States,Corcept Therapeutics Incorporated,Yes,0.196718,0.0740279,11.607,86.565,2707.24,2004-04-14,7.26,nan,2,2,2,0,0,https://www.corcept.com
META.US,284,937,490,1.84136,320,0.0438857,127,0.108472,United States,Meta Platforms Inc.,Yes,0.172276,0.0748815,0.23,76.347,789497,2012-05-18,115.05,363.92,38,11,6,2,0,https://investor.fb.com
DOL.TO,285,938,455,1.66712,420,0.0322821,63,0.184249,Canada,Dollarama Inc,Yes,0.245045,0.0663698,2.986,55.567,26344.3,,32.0001,nan,nan,nan,nan,nan,nan,https://www.dollarama.com
CSTE.US,286,940,235,0.882458,574,0.0111676,131,0.106385,Israel,Caesarstone Ltd,Yes,0.17019,0.0737158,40.652,34.984,147.764,2012-03-22,25.9937,6,1,0,1,0,0,https://www.caesarstone.com
TRI.PA,287,940,264,0.984207,525,0.0190028,151,0.0954254,France,Trigano S.A.,Yes,0.150856,0.0639875,57.81,18.893,2438.51,,63.6056,nan,nan,nan,nan,nan,nan,https://www.trigano.fr
SIKA.SW,288,941,329,1.15511,442,0.030743,170,0.0890259,Switzerland,Sika AG,Yes,0.153961,0.0719358,5.516,53.941,37436.7,,74.5703,nan,nan,nan,nan,nan,nan,https://www.sika.com
TEO.US,289,941,10,0.0129455,558,0.0141948,373,0.0387455,Argentina,Telecom Argentina SA ADR,Yes,0.0716532,0.0329077,0.019,1.929,3454.29,1994-12-09,11.4213,5.9,0,0,1,2,2,https://institucional.telecom.com.ar
AMGN.US,290,943,330,1.16037,111,0.090282,502,0.0189501,United States,Amgen Inc,Yes,0.0786442,0.0596941,0.237,79.325,142449,1983-06-17,118.57,255.15,7,1,13,2,2,https://www.amgen.com
CL.US,291,943,537,2.17471,278,0.0499702,128,0.107934,United States,Colgate-Palmolive Company,Yes,0.171738,0.0684611,0.089,83.044,57397.2,1977-01-03,55.3826,84.41,7,3,12,0,0,https://www.colgatepalmolive.com
TREX.US,292,948,541,2.2186,397,0.0346592,10,0.441909,United States,Trex Company Inc,Yes,0.505713,0.0749,0.59,99.989,6427.57,1999-04-08,16.1,76.56,9,0,7,2,0,https://www.trex.com
TUP.US,293,949,372,1.3534,222,0.0595779,355,0.0412094,United States,Tupperware Brands Corporation,Yes,0.103176,0.0619662,11.29,60.817,56.0423,1996-05-21,45.1263,4,nan,nan,nan,nan,nan,https://www.tupperwarebrands.com
SPGI.US,294,950,609,5.11867,322,0.0432249,19,0.36949,United States,S&P Global Inc,Yes,0.433294,0.0683641,0.2,89.871,115844,2001-01-02,100.632,nan,14,8,1,0,0,https://www.spglobal.com
DEMANT.CO,295,953,533,2.15215,339,0.0409748,81,0.153003,Denmark,Demant A/S,Yes,0.217884,0.06762,62.183,19.781,61852,,122.8,nan,nan,nan,nan,nan,nan,https://www.demant.com
TSN.US,296,953,315,1.12575,295,0.04772,343,0.0427817,United States,Tyson Foods Inc,Yes,0.0984312,0.0556495,2.285,82.563,16864.2,1986-07-09,51.996,56.43,5,0,6,2,0,https://www.tysonfoods.com
GTN.US,297,956,90,0.387888,234,0.0564077,632,0.00352806,United States,Gray Television Inc,Yes,0.0467464,0.0432184,4.536,89.491,647.111,2002-08-30,10.082,13.38,4,1,1,0,2,https://www.gray.tv
A3M.MC,298,956,369,1.33261,368,0.0373766,219,0.0719653,Spain,Atresmedia Corporación de Medios de Comunicación S.A.,Yes,0.136655,0.0693918,60.407,12.677,821.9,,6.5978,nan,nan,nan,nan,nan,nan,https://www.atresmediacorporacion.com
ROVI.MC,299,956,308,1.11576,271,0.0513031,377,0.0382752,Spain,Laboratorios Farmaceuticos ROVI,Yes,0.102965,0.0720241,60.251,18.501,2546.62,2007-12-05,11.5452,nan,nan,nan,nan,nan,nan,https://www.rovi.es
ORCL.US,300,958,296,1.0807,139,0.0779957,523,0.0160117,United States,Oracle Corporation,Yes,0.0723591,0.0563473,42.486,43.608,301222,1986-03-12,34.3136,nan,13,4,16,0,1,https://www.oracle.com
TSCO.US,301,958,452,1.65427,394,0.0347489,112,0.119559,United States,Tractor Supply Company,Yes,0.183364,0.0731258,0.634,95.766,22248,1994-02-17,68.1039,247.14,12,5,14,0,0,https://www.tractorsupply.com
QCOM.US,302,960,289,1.05402,90,0.102354,581,0.00902819,United States,Qualcomm Incorporated,Yes,0.0649021,0.059827,0.078,76.128,123742,1991-12-13,53.1046,142.66,16,6,9,0,1,https://www.qualcomm.com
FPE3.XETRA,303,961,349,1.25482,325,0.042054,287,0.056071,Germany,Fuchs Petrolub SE Preference Shares,Yes,0.120432,0.0747519,0,34.884,4341.46,,33.1912,nan,nan,nan,nan,nan,nan,http://www.fuchs.com/group
AMCX.US,304,962,449,1.63908,162,0.0690551,351,0.0417836,United States,AMC Networks Inc,Yes,0.0947451,0.0529615,6.079,88.735,496.824,2011-07-01,52.34,15.43,1,0,3,1,3,https://www.amcnetworks.com
PAYC.US,305,963,505,1.96832,418,0.0326891,40,0.238045,United States,Paycom Soft,Yes,0.301849,0.0742871,15.431,81.406,9385.49,2014-04-15,45.2731,379.5,5,1,15,0,0,https://www.paycom.com
DRQ.US,306,966,192,0.737305,154,0.0707901,620,0.00492112,United States,Dril-Quip Inc,No,0.0687256,0.0749,1.626,107.405,857.119,1997-10-23,60.05,32,1,0,2,1,0,https://www.dril-quip.com
PATK.US,307,967,413,1.50003,238,0.0555484,316,0.0489223,United States,Patrick Industries Inc,Yes,0.112556,0.0636339,6.655,95.408,1590.16,1978-01-13,46.719,nan,3,2,1,1,0,https://www.patrickind.com
WLN.PA,308,968,309,1.11875,402,0.0338983,257,0.0633737,France,Worldline SA,Yes,0.127464,0.0745337,11.506,55.799,3871,,26.78,nan,nan,nan,nan,nan,nan,https://www.worldline.com
ITW.US,309,969,516,2.01553,106,0.0918728,347,0.042398,United States,Illinois Tool Works Inc,Yes,0.106202,0.0652268,0.325,82.373,71076.8,1987-11-05,103.814,246.62,1,2,13,3,3,https://www.itw.com
MMM.US,310,969,456,1.66859,199,0.0635329,314,0.0494157,United States,3M Company,Yes,0.11322,0.0682809,0.125,67.402,49800.7,1970-01-02,138.992,112.96,0,0,15,2,2,https://www.3m.com
MSI.US,311,978,384,1.37922,104,0.0927459,490,0.0203867,United States,Motorola Solutions Inc,Yes,0.0822637,0.061877,0.457,86.662,46120.9,1977-01-03,74.0951,nan,4,3,3,1,0,https://www.motorolasolutions.com
TRV.US,312,980,241,0.907693,181,0.0660043,558,0.0122964,United States,The Travelers Companies Inc,Yes,0.0761009,0.0651772,0.238,84.234,37306.1,1996-04-22,104.097,nan,4,3,12,3,0,https://www.travelers.com
XNCR.US,313,981,340,1.21224,78,0.111791,563,0.0114454,United States,Xencor Inc,Yes,0.0752499,0.0749,0.793,107.664,1196.5,2013-12-03,26.32,44.08,10,4,0,1,0,https://www.xencor.com
AMP.US,314,982,225,0.849995,188,0.0651764,569,0.0107712,United States,Ameriprise Financial Inc,Yes,0.0727415,0.0619703,0.193,85.396,33501.2,2005-10-03,95.2073,nan,6,1,5,2,0,https://www.ameriprise.com
AZO.US,315,983,483,1.79313,318,0.0440966,182,0.0854046,United States,AutoZone Inc,Yes,0.140633,0.0562587,0.371,94.871,45052,1991-04-01,789.79,2775.45,13,6,6,1,0,https://www.autozone.com
HD.US,316,984,519,2.03063,287,0.0487221,178,0.0866468,United States,Home Depot Inc,Yes,0.146763,0.0634763,0.087,72.856,292841,1981-09-22,113.308,nan,16,4,15,1,0,https://www.homedepot.com
BEZ.XETRA,317,989,51,0.228743,338,0.0410922,600,0.00663917,Germany,Berentzen Gruppe AG,Yes,0.056736,0.0500968,10.515,17.607,54.9531,,6.1084,nan,nan,nan,nan,nan,nan,https://www.berentzen-gruppe.de
MA.US,318,993,535,2.15869,416,0.0327424,42,0.233538,United States,Mastercard Inc,Yes,0.297342,0.0723866,10.655,78.761,373031,2006-05-25,99.1457,453.13,22,11,4,0,0,https://www.mastercard.com
NUS.US,319,993,185,0.725591,149,0.073235,659,0.000957868,United States,Nu Skin Enterprises Inc,No,0.0647623,0.0657192,1.333,92.574,968.705,1996-11-21,37.4761,31.5,0,0,4,0,0,https://www.nuskin.com
FIZZ.US,320,994,520,2.03458,435,0.0312534,39,0.238423,United States,National Beverage Corp,Yes,0.295956,0.0681,74.862,23.819,4423.12,1991-09-06,21.5343,48,0,0,0,0,1,https://www.nationalbeverage.com
GPI.US,321,998,137,0.567334,341,0.0407349,520,0.0162811,United States,Group 1 Automotive Inc,Yes,0.0592989,0.0430178,3.573,103.959,3513.71,1997-10-30,72.4485,294.8,4,1,2,0,1,https://www.group1auto.com
MTD.US,322,999,572,2.80865,382,0.0354612,45,0.229608,United States,Mettler-Toledo International Inc,Yes,0.293412,0.0708362,1.492,96.785,23651.8,1997-11-13,418.56,1360.17,2,0,10,0,1,https://www.mt.com
EVD.XETRA,323,1002,258,0.954691,378,0.0362331,366,0.0397985,Germany,CTS Eventim AG & Co. KGaA,Yes,0.104159,0.072527,38.836,43.823,5711.48,,28.2073,nan,nan,nan,nan,nan,nan,https://www.eventim.de
DPZ.US,324,1005,634,27.0385,363,0.0381736,8,0.465907,United States,Domino’s Pizza Inc,Yes,0.529451,0.0635442,0.55,96.612,11986.8,2004-07-13,148.355,414.39,10,5,14,2,0,https://www.dominos.com
RGEN.US,325,1008,416,1.50995,561,0.0136448,31,0.264929,United States,Repligen Corporation,Yes,0.329869,0.0707608,6.757,98.695,8640,1990-03-26,30.82,200.73,8,2,3,0,0,https://www.repligen.com
RAL.PA,326,1008,19,0.0453253,567,0.0129996,422,0.0292716,France,Rallye SA,Yes,0.0945831,0.0653115,58.361,1.113,6.7638,,14.1218,nan,nan,nan,nan,nan,nan,https://www.rallye.fr
PRI.US,327,1008,273,1.00188,280,0.0497521,455,0.026095,United States,Primerica Inc,Yes,0.0887297,0.0626347,0.604,93.938,6965.58,2010-04-01,63.5253,nan,2,0,4,0,0,https://www.primerica.com
DBI.US,328,1010,184,0.714907,272,0.0508892,554,0.0131655,United States,Designer Brands Inc,Yes,0.0732813,0.0709,15.023,98.598,743.515,1991-06-10,18.8135,9.33,0,0,5,0,0,https://www.designerbrands.com
HOG.US,329,1011,276,1.01594,211,0.0614524,524,0.0159386,United States,Harley-Davidson Inc,Yes,0.0667731,0.0508345,0.735,89.207,4286.03,1987-11-05,49.2193,46.88,5,3,7,0,0,https://www.harley-davidson.com
FOXF.US,330,1012,501,1.93138,264,0.0520712,247,0.0658604,United States,Fox Factory Holding Corp,Yes,0.125976,0.0665923,0.258,105.637,4143.55,2013-08-12,27.75,125.25,5,1,2,0,0,https://www.ridefox.com
GIB-A.TO,331,1015,376,1.36304,430,0.0314343,209,0.0741521,Canada,CGI Inc,Yes,0.130593,0.0619096,0.759,67.686,31523.4,,64.44,nan,nan,nan,nan,nan,nan,https://www.cgi.com
SMP.US,332,1015,312,1.12108,324,0.042956,379,0.0381636,United States,Standard Motor Products Inc,Yes,0.101968,0.0721785,6.178,79.975,724.562,1987-12-30,46.1688,nan,2,1,0,0,0,https://www.smpcorp.com
COLR.BR,333,1019,201,0.781942,491,0.0246902,327,0.0466576,Belgium,Etablissementen Franz Colruyt NV,Yes,0.105184,0.0686031,59.962,7.568,5043.26,,37.2744,nan,nan,nan,nan,nan,nan,https://www.colruytgroup.com
ENS.US,334,1019,179,0.693854,216,0.0603724,624,0.00464008,United States,Enersys,Yes,0.062336,0.057696,1.516,97.195,3858.16,2004-08-02,73.063,116.8,3,1,0,0,0,https://www.enersys.com
OLVAS.HE,335,1022,164,0.656416,372,0.0365496,486,0.0210211,Finland,Olvi Oyj A,Yes,0.0860291,0.0724594,15.011,27.262,585.626,,22.8538,nan,nan,nan,nan,nan,nan,https://www.olvi.fi
ANN.AU,336,1025,135,0.564338,297,0.0472736,593,0.00777789,,Ansell Ltd,Yes,0.059457,0.0516791,1.565,52.615,2735.56,,20.6209,nan,nan,nan,nan,nan,nan,https://www.ansell.com
OBEL.BR,337,1029,100,0.41789,457,0.0295312,472,0.0224981,Belgium,Orange Belgium SA,Yes,0.0831245,0.0606264,77.029,6.976,793.611,1998-10-06,18.0007,nan,nan,nan,nan,nan,nan,https://www.orange.be
AMN.US,338,1030,390,1.4097,400,0.0341905,240,0.06709,United States,AMN Healthcare Services Inc,Yes,0.130894,0.0659798,0.42,112.685,2968.01,2001-11-13,38.45,107.29,4,2,3,0,0,https://www.amnhealthcare.com
SEE.US,339,1033,374,1.3583,191,0.0647533,468,0.022875,United States,Sealed Air Corporation,Yes,0.0802111,0.0573361,0.713,91.637,4334.05,1987-12-30,40.5667,nan,5,3,6,0,0,https://www.sealedair.com
ORLY.US,340,1038,557,2.50509,437,0.0310667,44,0.231484,United States,O’Reilly Automotive Inc,Yes,0.295289,0.0712669,1.052,87.759,54362,1993-04-22,278.41,1018.21,12,4,10,1,0,https://www.oreillyauto.com
CW.US,341,1039,304,1.09967,192,0.0646237,543,0.0139669,United States,Curtiss-Wright Corporation,Yes,0.0779668,0.0648366,0.634,83.662,7428.18,1987-11-05,94.7253,213.33,5,1,1,0,0,https://www.curtisswright.com
CHRW.US,342,1041,504,1.95336,365,0.0380102,172,0.0886286,United States,CH Robinson Worldwide Inc,Yes,0.152433,0.068116,0.986,99.526,9880.33,1997-10-15,62.2441,93.58,1,1,17,4,5,https://www.chrobinson.com
AOS.US,343,1045,489,1.83283,319,0.0440803,237,0.068477,United States,Smith AO Corporation,Yes,0.132281,0.0725804,0.843,95.364,10126.5,1984-09-07,41.9399,75.63,3,0,9,1,1,https://www.aosmith.com
ATO.PA,344,1046,134,0.559897,460,0.0293764,452,0.0263913,France,Atos SE,Yes,0.0917012,0.0662184,3.07,28.294,739.444,,71.1723,nan,nan,nan,nan,nan,nan,https://www.atos.net
VID.MC,345,1047,160,0.649508,226,0.0577363,661,0.000917269,Spain,Vidrala SA,Yes,0.0634528,0.0625355,36.93,13.886,2371.34,,33.9019,nan,nan,nan,nan,nan,nan,https://www.vidrala.com
MC.PA,346,1047,402,1.43642,500,0.023603,145,0.0976548,France,LVMH Moët Hennessy - Louis Vuitton Société Européenne,Yes,0.161745,0.0704335,48.39,21.426,386630,,162.32,nan,nan,nan,nan,nan,nan,https://www.lvmh.com
CI.US,347,1048,356,1.2765,175,0.0669211,517,0.016535,United States,Cigna Corp,Yes,0.0997348,0.0831998,1.555,89.37,85310.3,1982-03-31,126.465,333.68,10,5,9,0,0,https://www.cigna.com
ISRG.US,348,1049,361,1.29525,433,0.0313228,255,0.0635624,United States,Intuitive Surgical Inc,Yes,0.127367,0.0749,0.507,87.578,103889,2000-06-13,70.4634,nan,11,6,11,1,0,https://www.intuitive.com
JKHY.US,349,1049,563,2.59829,364,0.0380567,122,0.10941,United States,Jack Henry & Associates Inc,Yes,0.165376,0.0663984,0.728,97.097,10930.8,1985-11-20,81.8905,169.54,4,0,13,0,0,https://www.jackhenry.com
MTS.AU,350,1051,236,0.886266,587,0.00795306,228,0.0701749,Australia,Metcash Ltd,Yes,0.12728,0.0571055,2.221,58.827,3644.43,,1.6085,nan,nan,nan,nan,nan,nan,https://www.metcash.com
AEO.US,351,1051,175,0.673695,576,0.0108915,300,0.0531258,United States,American Eagle Outfitters Inc,Yes,0.110383,0.0678,5.958,93.114,3258.49,1994-04-13,12.7008,14.5,2,1,7,1,1,https://www.aeo-inc.com
IFX.XETRA,352,1052,326,1.14985,235,0.0559905,491,0.0203253,Germany,Infineon Technologies AG,Yes,0.0766052,0.0614894,0,57.27,38019.9,,15.3327,nan,nan,nan,nan,nan,nan,https://www.infineon.com
MO.US,353,1052,582,2.96313,446,0.0303795,24,0.30136,United States,Altria Group,Yes,0.365165,0.0668416,0.094,59.538,74657.8,1970-01-02,41.8454,nan,4,3,10,1,1,https://www.altria.com
CBOE.US,354,1054,574,2.82634,453,0.0299399,27,0.273303,United States,Cboe Global Markets Inc,Yes,0.337108,0.0748813,0.456,85.688,16545.1,2010-06-15,67.0873,137.5,6,1,4,2,1,https://www.cboe.com
SNX.US,355,1055,138,0.569181,452,0.0300181,465,0.0234466,United States,Synnex Corporation,Yes,0.078046,0.0545994,11.153,85.872,9017.14,2003-11-25,56.24,109.27,5,3,3,0,0,https://www.tdsynnex.com
FI.US,356,1057,623,12.8643,405,0.0338511,29,0.271098,Netherlands,Fiserv Inc.,Yes,0.334902,0.0658068,0.549,92.766,68795,2013-08-09,51.9669,nan,17,6,11,0,0,http://franksinternational.com
ALGN.US,357,1060,470,1.72533,485,0.0257298,105,0.126756,United States,Align Technology Inc,Yes,0.190561,0.0749,6.493,91.513,22941.7,2001-01-26,96.13,393.18,6,2,5,1,0,https://www.aligntech.com
HEN3.XETRA,358,1060,375,1.35914,380,0.0361213,305,0.0524012,Germany,Henkel AG & Co. KGaA vz. (Pref Shares),Yes,0.116762,0.0705523,0,32.594,26494.6,,95.3843,nan,nan,nan,nan,nan,nan,https://www.henkel.com
HON.US,359,1061,391,1.4117,229,0.0573938,441,0.0274055,United States,Honeywell International Inc,Yes,0.0912099,0.0651166,0.121,77.238,121246,1970-01-02,95.0326,219.56,11,4,11,0,1,https://www.honeywell.com
AALB.AS,360,1062,290,1.05441,464,0.0289557,308,0.0510751,Netherlands,Aalberts Industries NV,Yes,0.115277,0.0642022,13.339,74.113,3558.46,1987-03-27,25.6889,nan,nan,nan,nan,nan,nan,https://www.aalberts.com
IDXX.US,361,1063,624,14.6309,424,0.0318014,15,0.394267,United States,IDEXX Laboratories Inc,Yes,0.458072,0.0692685,0.922,91.32,35774.2,1991-06-21,117.27,575.67,1,6,5,0,1,https://www.idexx.com
WMT.US,362,1064,197,0.768263,335,0.041222,532,0.0147196,United States,Walmart Inc,Yes,0.0739811,0.0592616,47.239,33.532,430919,1972-08-25,60.5631,178.66,23,11,7,1,0,https://www.stock.walmart.com
ANSS.US,363,1065,461,1.69383,321,0.0437736,283,0.0564797,United States,ANSYS Inc,Yes,0.120284,0.0749,0.339,97.455,25734.4,1996-06-20,92.49,339.86,7,1,9,2,0,https://www.ansys.com
JNJ.US,364,1066,403,1.44764,183,0.0657849,480,0.0214745,United States,Johnson & Johnson,Yes,0.0852789,0.0697714,0.097,70.794,373603,1944-09-24,95.4883,nan,6,2,13,1,0,https://www.jnj.com
RBGLY.US,365,1070,496,1.88116,391,0.0348749,183,0.0852471,United Kingdom,Reckitt Benckiser Group PLC ADR,Yes,0.149051,0.0723503,0,1.466,48318.3,,13.8854,nan,nan,nan,nan,nan,nan,https://www.reckitt.com
RBREW.CO,366,1070,379,1.36798,329,0.0417361,362,0.0406595,Denmark,Royal Unibrew A/S,Yes,0.10554,0.0711992,0.219,57.075,26087.7,,233.465,nan,nan,nan,nan,nan,nan,https://www.royalunibrew.com
M.US,367,1071,116,0.502303,350,0.039812,605,0.00643579,United States,Macy’s Inc,Yes,0.0547432,0.0483074,0.594,83.802,3040.07,1992-02-05,26.2338,17.83,3,3,8,1,1,https://www.macysinc.com
TMHC.US,368,1072,178,0.689363,244,0.0547053,650,0.00237132,United States,Taylor Morn Home,Yes,0.0547821,0.0524108,4.56,100.939,4539.9,2013-04-10,19.26,53.75,1,1,6,0,0,https://www.taylormorrison.com
PVH.US,369,1075,212,0.809423,387,0.0351332,476,0.0221549,United States,PVH Corp,Yes,0.0736071,0.0514522,0.555,100.995,4545.16,1987-07-10,89.3753,99.25,5,3,9,0,0,https://www.pvh.com
MORN.US,370,1077,404,1.46669,428,0.0316983,245,0.0662125,United States,Morningstar Inc,Yes,0.130017,0.0706485,44.43,56.396,9943.43,2005-05-03,69.5677,75,0,0,1,0,0,https://www.morningstar.com
INVA.US,371,1077,636,28.2,306,0.0462953,135,0.10422,United States,Innoviva Inc,Yes,0.16484,0.0606198,1.335,110.39,869.058,2004-10-05,10.7,14,0,0,1,0,0,https://www.inva.com
SOP.PA,372,1081,231,0.868692,354,0.0393587,496,0.0196688,France,Sopra Steria Group SA,Yes,0.0794593,0.0597906,28.902,39.009,3582.21,,97.0555,nan,nan,nan,nan,nan,nan,https://www.soprasteria.com
EL.US,373,1082,488,1.83171,370,0.0370382,224,0.0710598,United States,Estee Lauder Companies Inc,Yes,0.127026,0.0629431,0.5,92.614,51979.7,1995-11-16,71.0235,nan,12,5,13,0,0,https://www.elcompanies.com
A1OS.XETRA,374,1084,269,0.989606,379,0.0362326,436,0.0279699,Germany,All For One Steeb AG,Yes,0.0842498,0.0617346,6.85,67.424,182.839,,43.6995,nan,nan,nan,nan,nan,nan,https://www.all-for-one.com
TECN.SW,375,1084,256,0.947702,202,0.0630244,626,0.00431194,Switzerland,Tecan Group AG,No,0.0692469,0.0745653,0.393,72.138,3578.68,,152.087,nan,nan,nan,nan,nan,nan,https://www.tecan.com
MD.US,376,1086,599,3.34756,478,0.0265757,9,0.446538,United States,Mednax Inc,Yes,0.50954,0.0630015,2.369,105.03,831.837,1995-09-19,66.66,14.5,1,0,4,1,1,https://www.mednax.com
ALLE.US,377,1087,549,2.34236,258,0.0527446,280,0.0571159,Ireland,Allegion PLC,Yes,0.120888,0.0637718,0.363,97.904,9052.75,2013-11-18,58.8772,125.91,4,2,7,1,0,https://www.allegion.com
PH.US,378,1088,311,1.12078,190,0.0648192,587,0.00820456,United States,Parker-Hannifin Corporation,Yes,0.0641707,0.0565348,0.438,85.942,50339.9,1985-07-01,124.499,444.73,10,3,9,0,1,https://www.parker.com
STM.XETRA,379,1090,195,0.762957,249,0.0538926,646,0.00251916,Luxembourg,Stabilus S.A.,Yes,0.0540619,0.0515427,0,69.19,1509.17,,45.4596,nan,nan,nan,nan,nan,nan,https://www.stabilus.com
DLB.US,380,1092,295,1.07973,256,0.0529881,541,0.0141703,United States,Dolby Laboratories,Yes,0.0700442,0.0663,1.706,94.613,7710.59,2005-02-17,41.572,93,2,1,1,0,0,https://www.dolby.com
AXP.US,381,1094,223,0.833853,303,0.0466523,568,0.0108422,United States,American Express Company,Yes,0.0618103,0.0509681,0.144,86.319,109968,1972-06-01,66.9071,182.44,6,4,11,2,2,https://www.americanexpress.com
CLFD.US,382,1096,377,1.36608,502,0.0234324,217,0.0721424,United States,Clearfield Inc,Yes,0.128016,0.0663,15.113,67.269,409.322,1986-08-07,20.7,48.75,0,2,3,0,0,https://www.seeclearfield.com
ACKB.BR,383,1097,98,0.401042,522,0.0196124,477,0.0217909,Belgium,Ackermans & Van Haaren NV,Yes,0.0631713,0.0413804,33,13.424,4753.29,,117.186,nan,nan,nan,nan,nan,nan,https://www.avh.be
STRA.US,384,1097,350,1.25493,481,0.0263419,266,0.0603422,United States,Strategic Education Inc,Yes,0.124147,0.0747016,2.94,101.71,1846.04,1996-07-25,68.9498,88.75,1,2,1,0,0,https://www.strategiceducation.com
ATRO.US,385,1099,584,3.02349,130,0.0812801,385,0.0364662,United States,Astronics Corporation,Yes,0.100271,0.0676715,2.09,69.584,523.588,1984-09-07,28.6268,20.33,0,1,2,0,0,https://www.astronics.com
BRKR.US,386,1100,553,2.40284,252,0.0536265,295,0.0548459,United States,Bruker Corporation,Yes,0.11865,0.0688229,32.37,71.851,9290.5,2000-08-04,20.6334,82.2,6,0,3,1,0,https://www.bruker.com
EDAP.US,387,1100,497,1.89925,439,0.0309341,164,0.0907011,France,EDAP TMS SA,Yes,0.154701,0.0733802,0,39.599,262.185,1997-07-31,3.28,15.1,2,2,0,0,0,https://www.edap-tms.com
BJRI.US,388,1102,215,0.819552,513,0.0221342,374,0.0385562,United States,BJs Restaurants Inc,Yes,0.102361,0.0672597,4.523,96.235,544.539,1996-10-08,38.2394,38.36,4,1,5,1,1,https://www.bjsrestaurants.com
ANIK.US,389,1105,351,1.25521,565,0.0132191,189,0.082295,United States,Anika Therapeutics Inc,Yes,0.146099,0.0749,2.722,89.411,270.236,1993-04-29,48.96,33,1,0,2,0,0,https://www.anikatherapeutics.com
HAW.XETRA,390,1105,267,0.986132,283,0.04949,555,0.0131433,Germany,Hawesko Holding AG,Yes,0.0775041,0.0729916,78.333,3.108,319.809,,35.3778,nan,nan,nan,nan,nan,nan,https://www.hawesko-holding.com
ITT.US,391,1106,327,1.14986,375,0.0363804,404,0.0323306,United States,ITT Inc,Yes,0.096135,0.0714203,0.622,93.432,7935.79,1995-12-18,35.6215,98.4,8,2,2,0,0,https://www.itt.com
FICO.US,392,1107,568,2.68012,260,0.0524746,279,0.0571525,United States,Fair Isaac Corporation,Yes,0.113686,0.0602318,2.033,91.289,21713.3,1987-07-22,119.202,nan,2,4,3,1,1,https://www.fico.com
PZZA.US,393,1110,602,3.71612,449,0.0303244,59,0.198439,United States,Papa John's International Inc,Yes,0.262243,0.0696859,1.56,111.303,2103.02,1993-06-08,76.8515,92.6,9,1,6,0,0,https://www.papajohns.com
NDSN.US,394,1110,523,2.06528,327,0.0419833,260,0.0628539,United States,Nordson Corporation,Yes,0.119927,0.0594416,10.358,76.188,12701.1,1990-03-26,104.703,262.17,5,0,4,0,0,https://www.nordson.com
TDY.US,395,1111,475,1.75291,208,0.0624104,428,0.0283777,United States,Teledyne Technologies Incorporated,Yes,0.0921821,0.0680236,1.138,92.489,18896.7,1999-11-23,123,484.67,3,2,1,0,0,https://www.teledyne.com
