2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
ANN.AU,777,1447,545,1.13647,902,0.00811898,,Ansell Ltd,No,0.0365123,0.0731447,1.565,52.615,2735.56,,27.4633,nan,nan,nan,nan,nan,nan,https://www.ansell.com
SNA.US,778,1449,661,1.61899,788,0.0162586,United States,Snap-On Inc,Yes,0.109583,0.0811273,1.849,88.51,13742.9,1985-07-01,222.691,nan,0,3,7,1,2,https://www.snapon.com
ATEA.OL,779,1450,796,2.43055,654,0.0253631,Norway,Atea ASA,Yes,0.126609,0.0787761,28.133,50.912,13392.5,,108.784,nan,nan,nan,nan,nan,nan,https://www.atea.com
NSC.US,780,1450,735,2.00161,715,0.0207801,United States,Norfolk Southern Corporation,Yes,0.0772821,0.0749853,0.136,76.217,43475.6,1982-06-02,240.307,nan,10,3,15,0,0,https://www.norfolksouthern.com
FMX.US,781,1453,654,1.59316,799,0.0157006,Mexico,Fomento Economico Mexicano,Yes,0.152852,0.0818519,0,36.455,216375,1998-05-11,76.6127,126.33,4,6,3,0,0,https://www.femsa.com
ANSS.US,782,1453,853,3.20004,600,0.0283286,United States,ANSYS Inc,Yes,0.0931964,0.0843334,0.339,97.455,25734.4,1996-06-20,241.59,339.86,7,1,9,2,0,https://www.ansys.com
EW.US,783,1455,859,3.32978,596,0.0284934,United States,Edwards Lifesciences Corp,Yes,0.237685,0.0854069,0.851,85.593,44803.4,2000-03-27,74.61,96.96,10,4,14,1,0,https://www.edwards.com
RSG.US,784,1455,726,1.95072,729,0.0199761,United States,Republic Services Inc,No,0.0425748,0.0748303,0.108,95.205,45674.3,1998-06-30,127.208,165.75,6,3,10,1,0,https://www.republicservices.com
APH.US,785,1456,789,2.38374,667,0.0242174,United States,Amphenol Corporation,Yes,0.124187,0.08137,0.579,95.104,49726.4,1991-11-08,75.384,nan,6,3,5,0,0,https://www.amphenol.com
HLE.XETRA,786,1461,792,2.4156,669,0.0242118,Germany,Hella KGaA Hueck & Co,No,0.0396632,0.0716115,83.234,16.651,8233.33,,73.3999,nan,nan,nan,nan,nan,nan,https://www.hella.com
PNV.AU,787,1463,493,0.962025,970,0.00159474,,Polynovo Ltd,No,-0.0581212,0.0811259,16.225,15.96,911.107,,2.02,nan,nan,nan,nan,nan,nan,https://polynovo.com
AI.PA,788,1470,600,1.36794,870,0.010177,France,Air Liquide SA,No,0.0398555,0.077299,2.926,31.387,85209.3,,130.014,nan,nan,nan,nan,nan,nan,https://www.airliquide.com
WAT.US,789,1470,822,2.7828,648,0.0255922,United States,Waters Corporation,Yes,0.340371,0.0821883,0.326,94.403,15988.5,1995-11-16,342.58,300.85,0,1,18,0,0,https://www.waters.com
EHC.US,790,1471,577,1.27475,894,0.00886346,United States,Encompass Health Corp,No,0.0658671,0.070361,1.807,96.555,7115.4,1986-09-30,59.2431,80,9,2,1,0,0,https://www.encompasshealth.com
TPX.US,791,1471,765,2.19594,706,0.021513,United States,Tempur Sealy International Inc,Yes,0.142652,0.0673756,3.186,104.63,7051.55,2003-12-18,33.9624,52.13,6,0,3,0,0,https://www.tempursealy.com
PUM.XETRA,792,1478,580,1.28282,898,0.00861697,Germany,PUMA SE,Yes,0.162221,0.0793106,3.96,73.37,8276.12,,55.6795,nan,nan,nan,nan,nan,nan,https://www.puma.com
OII.US,793,1480,543,1.13056,937,0.00483926,United States,Oceaneering International Inc,No,0.0211457,0.111917,2.049,95.171,2359.26,1990-03-26,17.49,23,2,1,3,0,0,https://www.oceaneering.com
TNDM.US,794,1486,983,21.3068,503,0.036657,United States,Tandem Diabetes Care Inc,No,-0.130803,0.0975181,0.593,108.446,1431.06,2013-11-14,44.95,42.43,5,2,8,1,0,https://www.tandemdiabetes.com
LLY.US,795,1490,943,5.69446,547,0.0327314,United States,Eli Lilly and Company,Yes,0.106707,0.08364,0.153,83.985,510996,1978-01-13,362.267,546.68,15,5,6,2,0,https://www.lilly.com
ESI.US,796,1491,725,1.95056,766,0.017864,United States,Element Solutions Inc,No,0.0264213,0.0710819,7.777,92.984,4670.44,2013-10-22,17.9016,22.7,4,4,1,1,0,https://elementsolutionsinc.com
KO.US,797,1491,830,2.89067,661,0.0250709,United States,The Coca-Cola Company,No,0.0323237,0.0792942,0.666,71.534,239914,1919-09-05,61.6645,65.58,12,6,6,0,0,https://www.coca-colacompany.com
OSIS.US,798,1491,786,2.35649,705,0.0215741,United States,OSI Systems Inc,Yes,0.167877,0.0714448,4.86,93.552,1982.99,1997-10-02,79.52,161.25,2,2,0,0,0,https://www.osi-systems.com
BRKR.US,799,1494,863,3.43833,631,0.0264682,United States,Bruker Corporation,Yes,0.11551,0.0804013,32.37,71.851,9290.5,2000-08-04,68.1484,82.2,6,0,3,1,0,https://www.bruker.com
AOS.US,800,1494,756,2.10831,738,0.0194122,United States,Smith AO Corporation,No,0.0280953,0.0840103,0.843,95.364,10126.5,1984-09-07,55.9687,75.63,3,0,9,1,1,https://www.aosmith.com
SJM.US,801,1495,613,1.40752,882,0.00946414,United States,JM Smucker Company,No,0.0171557,0.0658696,3.597,83.451,11745.1,1994-10-31,153.737,151.55,2,0,10,3,0,https://www.jmsmucker.com
DAR.US,802,1496,650,1.57536,846,0.0123034,United States,Darling Ingredients Inc,Yes,0.10487,0.0725054,1.225,100.254,8325.45,1994-09-22,62.59,90.53,8,5,2,0,0,https://www.darlingii.com
ITW.US,803,1498,882,3.6498,616,0.0270632,United States,Illinois Tool Works Inc,Yes,0.161106,0.0806285,0.325,82.373,71076.8,1987-11-05,215.475,246.62,1,2,13,3,3,https://www.itw.com
MSM.US,804,1498,724,1.94422,774,0.0169361,United States,MSC Industrial Direct Company Inc,Yes,0.095157,0.0701657,2.928,94.358,5708.02,1995-12-20,78.7866,nan,3,0,7,0,0,https://www.mscdirect.com
HII.US,805,1498,646,1.55364,852,0.0117333,United States,Huntington Ingalls Industries Inc,No,0.0645538,0.0724929,2.278,89.207,8156.11,2011-03-22,225.461,248.44,3,1,4,2,0,https://www.huntingtoningalls.com
IFCN.SW,806,1502,801,2.47694,701,0.0216858,Switzerland,Inficon Holding,Yes,0.122543,0.0850722,30.813,40.502,2444.31,,793.972,nan,nan,nan,nan,nan,nan,https://www.inficon.com
SKF-A.ST,807,1504,541,1.12771,963,0.00202293,Sweden,AB SKF (publ),Yes,0.0753605,0.0741002,1.512,72.699,82418.6,,153.93,nan,nan,nan,nan,nan,nan,https://www.skf.com
SKF-B.ST,808,1506,544,1.13528,962,0.00202552,Sweden,AB SKF (publ),No,0.0722254,0.0740848,0.806,67.979,82418.6,,153.676,nan,nan,nan,nan,nan,nan,https://www.skf.com
FMC.US,809,1506,889,3.76968,617,0.0270142,United States,FMC Corporation,Yes,0.0931188,0.0768868,0.757,91.852,7832.05,1985-07-01,121.307,113.93,10,5,4,0,0,https://www.fmc.com
HAL.US,810,1506,722,1.91826,784,0.0164808,United States,Halliburton Company,No,0.0730663,0.0754307,0.379,86.789,35735.2,1972-06-01,38.6552,47.42,18,8,3,0,0,https://www.halliburton.com
WST.US,811,1509,739,2.01384,770,0.0173833,United States,West Pharmaceutical Services Inc,Yes,0.183912,0.0852485,0.537,96.212,27371.5,1978-01-13,234.801,383.63,4,2,4,1,0,https://www.westpharma.com
FIZZ.US,812,1512,809,2.53124,703,0.0216206,United States,National Beverage Corp,Yes,1.62752,0.0767397,74.862,23.819,4423.12,1991-09-06,46.53,48,0,0,0,0,1,https://www.nationalbeverage.com
SBUX.US,813,1516,936,5.27336,580,0.0300809,United States,Starbucks Corporation,Yes,0.231142,0.0743928,2.083,73.457,106350,1992-06-26,97.1615,nan,8,3,21,0,0,https://www.starbucks.com
A.US,814,1516,861,3.40553,655,0.0253221,United States,Agilent Technologies Inc,Yes,0.125156,0.0863223,0.3,91.476,32371.8,1999-11-18,148.571,139.31,8,4,6,1,0,https://www.agilent.com
ITT.US,815,1517,689,1.75422,828,0.0133296,United States,ITT Inc,Yes,0.202234,0.082315,0.622,93.432,7935.79,1995-12-18,80.1272,98.4,8,2,2,0,0,https://www.itt.com
WTS.US,816,1517,719,1.907,798,0.0157008,United States,Watts Water Technologies Inc,Yes,0.146389,0.0846205,1.359,98.161,5716.44,1986-08-01,145.111,185.2,0,0,9,0,0,https://www.watts.com
CL.US,817,1517,895,3.89406,622,0.0268259,United States,Colgate-Palmolive Company,No,0.030108,0.0796839,0.089,83.044,57397.2,1977-01-03,76.8047,84.41,7,3,12,0,0,https://www.colgatepalmolive.com
MA.US,818,1518,915,4.40213,603,0.0280485,United States,Mastercard Inc,Yes,0.400409,0.0840252,10.655,78.761,373031,2006-05-25,345.621,453.13,22,11,4,0,0,https://www.mastercard.com
CTAS.US,819,1519,851,3.17256,668,0.0242154,United States,Cintas Corporation,Yes,0.148588,0.0754953,15.071,66.33,50240.5,1983-08-19,447.002,nan,6,4,8,2,0,https://www.cintas.com
IGO.AU,820,1520,758,2.11594,762,0.0181271,,IGO Ltd,No,0.0523779,0.0751744,12.097,44.066,9291.68,,13.1591,nan,nan,nan,nan,nan,nan,https://www.igo.com.au
DUST.ST,821,1520,575,1.26786,945,0.00440576,Sweden,Dustin Group AB,Yes,0.102654,0.0591179,35.863,59.274,2329.02,,41.28,nan,nan,nan,nan,nan,nan,https://www.dustingroup.com
RAA.XETRA,822,1523,766,2.21076,757,0.0182622,Germany,RATIONAL Aktiengesellschaft,Yes,0.18343,0.0860314,55.168,26.462,39488.8,,552.891,nan,nan,nan,nan,nan,nan,https://www.rational-online.com
KLAC.US,823,1527,959,8.33887,568,0.0307291,United States,KLA-Tencor Corporation,Yes,0.0803511,0.0748772,0.23,91.757,63805.5,1980-10-08,372.51,521.47,8,2,10,2,0,https://www.kla.com
OR.PA,824,1530,828,2.87554,702,0.0216743,France,L’Oreal SA,Yes,0.0999036,0.0845208,56.869,16.019,217460,,328.92,nan,nan,nan,nan,nan,nan,https://www.loreal.com
CLX.US,825,1531,956,8.06113,575,0.0302983,United States,The Clorox Company,No,-0.0330033,0.0739193,0.363,82.309,15500.1,1983-03-21,135.815,157.82,1,2,8,5,3,https://www.thecloroxcompany.com
EL.PA,826,1531,692,1.76281,839,0.01247,France,EssilorLuxottica S. A.,No,0.0403196,0.0785294,36.158,27.142,78807.4,,166.22,nan,nan,nan,nan,nan,nan,https://www.essilorluxottica.com
CRM.US,827,1535,870,3.5197,665,0.0243974,United States,Salesforce.com Inc,No,0.0210119,0.0730539,3.167,81.093,198210,2004-06-23,132.59,nan,23,12,15,1,0,https://www.salesforce.com
SFZN.SW,828,1536,611,1.40608,925,0.00581363,Switzerland,Siegfried Holding Ltd,Yes,0.112294,0.0782177,7.271,37.089,3134.63,,610.619,nan,nan,nan,nan,nan,nan,https://www.siegfried.ch
CNR.TO,829,1537,745,2.04323,792,0.0160964,Canada,Canadian National Railway Co,Yes,0.0871122,0.0792964,1.974,74.181,95947.1,,157.618,nan,nan,nan,nan,nan,nan,https://www.cn.ca
CBRL.US,830,1542,591,1.33149,951,0.00296346,United States,Cracker Barrel Old Country Store,No,0.0182417,0.0612652,1.929,98.48,1480.13,1984-09-07,89.6501,nan,1,1,5,1,2,https://www.crackerbarrel.com
APA.AU,831,1542,711,1.86792,831,0.0131266,AUSTRALIA,APA Group,No,-0.0297525,0.0683678,0.137,40.955,10648.6,,10.1314,nan,nan,nan,nan,nan,nan,https://www.apa.com.au
BIOT.ST,832,1542,818,2.73511,724,0.0200992,Sweden,Biotage AB,Yes,0.137661,0.0852855,0.482,55.472,9769,,183.073,nan,nan,nan,nan,nan,nan,https://www.biotage.com
IQV.US,833,1545,841,3.01217,704,0.0215861,United States,IQVIA Holdings Inc,No,0.0594227,0.0740027,0.886,90.943,36029.3,2013-05-09,204.89,250.83,14,4,3,0,0,https://www.iqvia.com
MSCI.US,834,1546,961,8.45161,585,0.0293405,United States,MSCI Inc,Yes,0.355759,0.0803394,3.098,92.63,40097.1,2007-11-15,460.243,582.79,5,4,6,3,0,https://www.msci.com
H.US,835,1546,749,2.056,797,0.015748,United States,Hyatt Hotels Corporation,No,0.0739597,0.0756048,2.173,108.392,10946.9,2009-11-05,90.088,125.39,6,2,10,0,0,https://www.hyatt.com
EPAC.US,836,1548,695,1.791,853,0.0116516,United States,Enerpac Tool Group Corp,No,0.0330585,0.0713362,1.77,105.41,1478.33,2000-07-24,25.4128,17,nan,nan,nan,nan,nan,https://www.enerpactoolgroup.com
MAT.US,837,1550,720,1.90853,830,0.0131673,United States,Mattel Inc,Yes,0.0898955,0.0719912,0.739,99.199,7713.15,1982-01-04,17.84,24.44,7,4,1,0,0,https://www.mattel.com
GOOS.TO,838,1552,804,2.48508,748,0.0188558,Canada,Canada Goose Holdings Inc,Yes,0.119129,0.0665063,1.439,113.108,2032.37,,24.08,nan,nan,nan,nan,nan,nan,https://www.canadagoose.com
EVD.XETRA,839,1553,736,2.00438,817,0.0143473,Germany,CTS Eventim AG & Co. KGaA,Yes,0.346776,0.0850177,38.836,43.823,5711.48,,58.5409,nan,nan,nan,nan,nan,nan,https://www.eventim.de
USFD.US,840,1555,691,1.76217,864,0.0107965,United States,US Foods Holding Corp,No,0.024694,0.0698336,0.339,102.671,9648.97,2016-05-26,34.02,49.64,6,5,3,0,0,https://www.usfoods.com
WEN.US,841,1558,764,2.18583,794,0.015992,United States,The Wendy’s Co,No,0.0214698,0.0653057,8.666,79.652,3978.56,1992-03-17,21.5606,nan,9,3,15,1,0,https://www.wendys.com
M7U.XETRA,842,1559,647,1.55408,912,0.00698167,Germany,Nynomic AG,Yes,0.11463,0.0788386,0,15.425,192.379,,33.95,nan,nan,nan,nan,nan,nan,https://www.nynomic.com
WBA.US,843,1561,584,1.30168,977,0.00133324,United States,Walgreens Boots Alliance Inc,Yes,0.0601786,0.049714,17.19,61.095,19354.3,1985-07-01,34.8403,33.57,1,1,14,1,1,https://www.walgreensbootsalliance.com
ESE.US,844,1562,608,1.39393,954,0.00263787,United States,ESCO Technologies Inc,No,0.0626945,0.080594,1.487,99.005,2690.67,1990-10-01,87.2502,111.67,2,1,0,0,0,https://www.escotechnologies.com
LHX.US,845,1568,752,2.07219,816,0.0143645,United States,L3Harris Technologies Inc,No,0.0388744,0.0738956,0.542,83.928,33525.7,1981-12-31,203.167,234.47,9,4,8,1,0,https://www.l3harris.com
GGG.US,846,1574,755,2.10788,819,0.014153,United States,Graco Inc,Yes,0.164639,0.085653,0.837,89.303,12642.4,1986-07-09,66.4234,86.29,2,1,7,0,0,https://www.graco.com
NEU.US,847,1575,967,10.6518,608,0.0276412,United States,NewMarket Corporation,Yes,0.110566,0.0721797,37.929,62.733,4399.16,1985-08-06,304.684,450,nan,nan,nan,nan,nan,https://www.newmarket.com
CUBE.US,848,1577,664,1.63124,913,0.00681081,United States,CubeSmart,No,-0.0164253,0.0738683,0.697,105.3,8474.46,2004-10-22,38.4644,51.1,5,1,7,0,0,https://www.cubesmart.com
CW.US,849,1577,864,3.45392,713,0.0207868,United States,Curtiss-Wright Corporation,Yes,0.0872429,0.0767877,0.634,83.662,7428.18,1987-11-05,166.29,213.33,5,1,1,0,0,https://www.curtisswright.com
ODF.OL,850,1577,849,3.13522,728,0.0199763,Norway,Odfjell SE,Yes,0.0824676,0.0805395,62.395,12.939,8764.65,,77.5718,nan,nan,nan,nan,nan,nan,https://www.odfjell.com
NVRO.US,851,1578,951,7.03192,627,0.0266842,United States,Nevro Corp,No,0.00587575,0.0973228,2.815,102.929,698.202,2014-11-06,39.6,28.33,2,2,9,2,2,https://www.nevro.com
ALL.AU,852,1579,678,1.69821,901,0.00823411,Australia,Aristocrat Leisure Ltd,No,0.0716817,0.0790124,11.321,37.372,26357.5,,30.0265,nan,nan,nan,nan,nan,nan,https://www.aristocrat.com
MTD.US,853,1581,941,5.59315,640,0.0258218,United States,Mettler-Toledo International Inc,Yes,0.451308,0.0831591,1.492,96.785,23651.8,1997-11-13,1445.45,1360.17,2,0,10,0,1,https://www.mt.com
SAHN.SW,854,1583,783,2.32586,800,0.0156771,Switzerland,Schaffner Holding AG,Yes,0.13934,0.0820528,34.431,32.052,311.622,,289.59,nan,nan,nan,nan,nan,nan,https://www.schaffner.com
ZBH.US,855,1583,782,2.32023,801,0.0156378,United States,Zimmer Biomet Holdings Inc,No,0.00524063,0.0773445,0.104,90.281,23176.2,2001-07-25,126.518,nan,6,5,14,1,1,https://www.zimmerbiomet.com
LOM.AU,856,1585,949,6.43428,636,0.0261306,,Lucapa Diamond Co Ltd,No,-0.158169,0.0954403,30.052,9.42,50.3846,2006-12-05,0.046,nan,nan,nan,nan,nan,nan,https://www.lucapa.com.au
AFX.XETRA,857,1586,937,5.32196,649,0.0254493,Germany,Carl Zeiss Meditec AG,Yes,0.102244,0.0844629,59.14,20.163,7586.35,,116.921,nan,nan,nan,nan,nan,nan,https://www.zeiss.de/meditec-ag/home.html
TMO.US,858,1588,846,3.04323,742,0.0189608,United States,Thermo Fisher Scientific Inc,Yes,0.0891817,0.0787461,0.191,91.798,192415,1978-01-13,549.22,626.22,13,7,6,0,1,https://www.thermofisher.com
IMCD.AS,859,1593,813,2.67445,780,0.0165152,Netherlands,IMCD NV,Yes,0.0973106,0.0814032,1.73,80.228,6923.1,,130.78,nan,nan,nan,nan,nan,nan,https://www.imcdgroup.com
FAST.US,860,1594,848,3.11109,746,0.0188682,United States,Fastenal Company,Yes,0.106814,0.0846004,0.171,81.45,32063.2,1990-03-26,45.8441,57,2,0,12,2,2,https://www.fastenal.com
HON.US,861,1595,826,2.82643,769,0.0176526,United States,Honeywell International Inc,No,0.0692929,0.0798238,0.121,77.238,121246,1970-01-02,209.67,219.56,11,4,11,0,1,https://www.honeywell.com
PPC.US,862,1596,631,1.47017,965,0.00192822,United States,Pilgrims Pride Corp,Yes,0.124273,0.066309,82.705,18.1,5491.16,1987-01-01,23.73,26.25,1,1,4,0,0,https://www.pilgrims.com
EL.US,863,1597,843,3.02258,754,0.0185004,United States,Estee Lauder Companies Inc,Yes,0.146078,0.0772939,0.5,92.614,51979.7,1995-11-16,244.277,nan,12,5,13,0,0,https://www.elcompanies.com
CSU.TO,864,1597,920,4.69261,677,0.0237928,Canada,Constellation Software Inc.,Yes,0.152182,0.0835531,5.842,41.266,59066.2,,2109.95,nan,nan,nan,nan,nan,nan,https://www.csisoftware.com
PBI.US,865,1599,952,7.12709,647,0.025619,United States,Pitney Bowes Inc,No,0.000995005,0.157272,3.669,73.8,642.495,1972-06-01,3.5996,4,0,0,2,0,0,https://www.pitneybowes.com
BNS.TO,866,1599,947,6.31966,652,0.0254176,Canada,Bank of Nova Scotia,No,0.0201715,0.0681395,0.031,48.807,71608.7,,62.1958,nan,nan,nan,nan,nan,nan,https://www.scotiabank.com
MCD.US,867,1602,945,6.24848,657,0.0252908,United States,McDonald’s Corporation,No,0.0671971,0.0754261,0.208,70.419,180894,1965-04-21,257.696,329.97,20,7,9,0,0,https://corporate.mcdonalds.com
COLO-B.CO,868,1603,906,4.22075,697,0.0221777,Denmark,Coloplast A/S,Yes,0.097278,0.0796568,35.9,27.398,171478,,790.984,nan,nan,nan,nan,nan,nan,https://www.coloplast.com
MTRS.ST,869,1603,700,1.81785,903,0.00807924,Sweden,Munters Group AB,Yes,0.114707,0.0763158,0.397,83.903,25187.9,,102.068,nan,nan,nan,nan,nan,nan,https://www.munters.com
CEVI.ST,870,1606,872,3.55679,734,0.0197394,Sweden,CellaVision AB,Yes,0.143486,0.0852311,38.155,40.436,3730.29,,226.224,nan,nan,nan,nan,nan,nan,https://www.cellavision.com
IPG.US,871,1608,694,1.78768,914,0.00677761,United States,Interpublic Group of Companies Inc,Yes,0.0765195,0.0722453,0.539,99.699,11217,1987-11-05,32.1213,39.1,4,1,8,0,0,https://www.interpublic.com
MCO.US,872,1611,900,4.01785,711,0.0211049,United States,Moodys Corporation,Yes,0.0866976,0.0857113,0.219,92.927,58269,2000-10-03,275.971,nan,7,3,11,1,0,https://www.moodys.com
BF-B.US,873,1612,857,3.2621,755,0.018489,United States,Brown-Forman Corporation,No,0.00147183,0.0740302,1.996,50.842,27326.5,1984-09-07,64.8179,69.84,3,1,10,2,3,https://www.brown-forman.com
PZZA.US,874,1613,918,4.67762,695,0.0223886,United States,Papa John's International Inc,No,0.0469364,0.0754982,1.56,111.303,2103.02,1993-06-08,80.4772,92.6,9,1,6,0,0,https://www.papajohns.com
AUSS.OL,875,1615,791,2.41473,824,0.0136015,Norway,Austevoll Seafood ASA,Yes,0.212316,0.0724347,57.465,20.577,15520.3,2006-10-11,83.3852,nan,nan,nan,nan,nan,nan,https://www.auss.no
DMP.AU,876,1615,802,2.47861,813,0.0144773,,Domino'S Pizza Enterprises Ltd,No,0.00828705,0.0697259,30.425,42.819,4608.97,2005-05-16,64.8162,nan,nan,nan,nan,nan,nan,https://www.dominos.com.au
PEP.US,877,1621,840,3.00572,781,0.0165042,United States,PepsiCo Inc,No,0.0531379,0.0787048,0.157,75.955,232876,1978-01-13,175.619,nan,5,3,10,1,1,https://www.pepsico.com
AVTR.US,878,1623,833,2.93132,790,0.0162029,United States,Avantor Inc,No,-4.63878e-05,0.0713147,0.509,93.629,14667.4,2019-05-17,21.09,24,8,6,6,0,0,https://www.avantorsciences.com
FDS.US,879,1626,891,3.79798,735,0.0196836,United States,FactSet Research Systems Inc,Yes,0.0817733,0.0728231,0.115,90.366,16679.8,1996-07-03,397.592,441.22,3,3,11,3,1,https://www.factset.com
WWD.US,880,1629,873,3.57641,756,0.0183819,United States,Woodward Inc,No,0.0485353,0.078898,0.823,83.216,7463.99,1996-05-30,95.8858,126.13,1,0,9,1,0,https://www.woodward.com
PENN.US,881,1631,888,3.73888,743,0.0189449,United States,Penn National Gaming Inc,No,0.0350847,0.0828842,0.787,87.622,3171.78,1994-05-26,29.7,33.27,4,2,11,0,0,https://www.pennentertainment.com
WAB.US,882,1634,771,2.25929,863,0.0108324,United States,Westinghouse Air Brake Technologies Corp,No,0.0382589,0.0773737,1.039,93.716,18851.6,1995-06-20,99.1685,113.64,6,1,6,0,0,https://www.wabteccorp.com
PRMW.TO,883,1635,648,1.55829,987,0.000780106,United States,Primo Water Corp,No,-0.00632126,0.0773562,3.205,90.274,3219.58,,20.5528,nan,nan,nan,nan,nan,nan,https://primowatercorp.com
AMD.US,884,1643,808,2.52272,835,0.0129735,United States,Advanced Micro Devices Inc,No,0.0230701,0.0858589,0.477,74.466,173264,1979-10-15,64.77,nan,25,7,14,0,0,https://www.amd.com
SYY.US,885,1644,922,4.7349,722,0.020214,United States,Sysco Corporation,No,0.0349222,0.0715867,0.112,85.674,31785.1,1973-05-08,74.3979,85.08,6,4,8,0,0,https://www.sysco.com
SAND.ST,886,1644,821,2.77946,823,0.0137751,Sweden,Sandvik AB,Yes,0.121906,0.076635,2.923,58.471,244292,,183.884,nan,nan,nan,nan,nan,nan,https://www.home.sandvik
ENPH.US,887,1647,927,4.85342,720,0.0203703,United States,Enphase Energy Inc,Yes,0.196224,0.0844308,2.548,79.403,11034.7,2012-03-30,264.96,172.12,13,5,19,1,0,https://www.enphase.com
ICE.US,888,1647,845,3.04053,802,0.0154212,United States,Intercontinental Exchange Inc,No,0.0157995,0.0746132,1.192,90.931,62386.6,2005-11-16,101.027,132.36,8,4,5,0,0,https://www.ice.com
EVT.XETRA,889,1648,839,2.99366,809,0.0146342,Germany,Evotec SE,No,-0.115907,0.089425,9.229,54.719,3106.07,,15.26,nan,nan,nan,nan,nan,nan,https://www.evotec.com
RI.PA,890,1652,784,2.33016,868,0.0103438,France,Pernod Ricard S.A.,No,0.0461338,0.0705459,23.977,48.744,43777.2,,179.017,nan,nan,nan,nan,nan,nan,https://www.pernod-ricard.com
NVDA.US,891,1654,902,4.04603,752,0.0186206,United States,NVIDIA Corporation,Yes,0.249028,0.0666854,4.041,68.653,1.10612e+06,1999-01-22,146.075,581.1,38,12,3,0,0,https://www.nvidia.com
PWR.US,892,1656,811,2.57376,845,0.0123622,United States,Quanta Services Inc,No,0.05185,0.0777755,1.354,92.249,25077.3,1998-02-12,142.251,190.27,11,1,3,2,0,https://www.quantaservices.com
TPB.US,893,1657,890,3.79422,767,0.0178121,United States,Turning Point Brands Inc,No,0.0297202,0.0616197,3.882,100.453,406.282,2016-05-11,21.3877,32.5,3,0,1,0,0,https://www.turningpointbrands.com/home/default.as
ADM.US,894,1657,717,1.89491,940,0.00465941,United States,Archer-Daniels-Midland Company,Yes,0.105049,0.0779413,0.674,81.038,39060.4,1983-04-05,90.7493,98.82,5,4,6,1,0,https://www.adm.com
JCI.US,895,1662,718,1.8958,944,0.00448069,Ireland,Johnson Controls International PLC,No,0.0340593,0.0737832,0.251,93.505,35635.2,1985-03-27,62.4004,nan,13,5,6,0,0,https://www.johnsoncontrols.com
COST.US,896,1663,788,2.37329,875,0.00998438,United States,Costco Wholesale Corp,Yes,0.162833,0.076977,0.2,70.55,246870,1993-09-22,442.995,547.34,20,6,10,1,0,https://www.costco.com
SYK.US,897,1665,940,5.57602,725,0.0200955,United States,Stryker Corporation,No,0.0459031,0.0794937,6.466,80.33,100964,1988-02-01,241.891,nan,12,4,11,1,0,https://www.stryker.com
PAYC.US,898,1667,948,6.33859,719,0.0204915,United States,Paycom Soft,Yes,0.78927,0.0861126,15.431,81.406,9385.49,2014-04-15,308.831,379.5,5,1,15,0,0,https://www.paycom.com
INDT.ST,899,1669,844,3.024,825,0.0135417,Sweden,Indutrade AB,Yes,0.142128,0.0802583,26.887,52.364,73228.9,2005-10-05,208.577,nan,nan,nan,nan,nan,nan,https://www.indutrade.com
SRC.US,900,1672,751,2.06884,921,0.00616989,United States,Spirit Realty Capital Inc,Yes,0.079189,0.0676763,0.568,100.37,4687.95,2004-12-16,37.2424,nan,4,2,11,1,1,https://www.spiritrealty.com
NESN.SW,901,1674,867,3.48488,807,0.0148353,Switzerland,Nestlé S.A.,No,0.0238118,0.0778903,0.101,38.638,268198,,104.422,nan,nan,nan,nan,nan,nan,https://www.nestle.com
XYL.US,902,1678,858,3.27245,820,0.0139927,United States,Xylem Inc,No,0.0256792,0.0813306,0.285,76.702,22112.9,2011-10-13,109.15,124.1,5,2,8,1,0,https://www.xylem.com
LW.US,903,1679,876,3.61342,803,0.0153109,United States,Lamb Weston Holdings Inc,Yes,0.111017,0.0696343,0.395,88.859,13480.5,2016-11-10,88.3693,124.57,4,2,1,0,1,https://www.lambweston.com
TIGO-SDB.ST,904,1679,706,1.83631,973,0.00147597,Luxembourg,Millicom International Cellular S.A,No,0.0346075,0.0815304,24.882,39.058,31201.8,,132.15,nan,nan,nan,nan,nan,nan,https://www.millicom.com
AVB.US,905,1682,816,2.71354,866,0.0104397,United States,AvalonBay Communities Inc,No,0.0125913,0.0731537,0.388,94.464,23871.5,1994-03-10,155.582,204.63,7,3,10,1,0,https://www.avalonbay.com
ROL.US,906,1683,932,5.03894,751,0.0187453,United States,Rollins Inc,Yes,0.120099,0.0851913,50.866,44.299,17727.6,1987-12-30,36.0337,45.33,3,1,4,1,0,https://www.rollins.com
RET.BR,907,1683,774,2.26979,909,0.0072549,Belgium,Retail Estates - Sicafi,No,0.036905,0.0482286,25.418,21.715,907.1,,58.8495,nan,nan,nan,nan,nan,nan,https://www.retailestates.com
RHM.XETRA,908,1683,790,2.39903,893,0.00890544,Germany,Rheinmetall AG,Yes,0.124169,0.0800939,0,51.596,11743.4,,183.014,nan,nan,nan,nan,nan,nan,https://www.rheinmetall.com/en/rheinmetall_ag/home
